MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,HallKierAlpha,Ipc,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA2,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_nitro,fr_nitro_arom_nonortho,fr_nitroso,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0.5556825578605995,0.622520858810765,0.06386247249259684,0.6012010532316748,0.06397171977030236,0.2397803354785832,0.6275111812303263,0.37669604682197366,0.5467335600891103,0.6851566780550487,0.5022974197991122,0.9017482896108844,0.004975124378109453,0.09651107423862085,0.10338451780157727,0.035140624645117684,0.10127639433540685,0.058532347344264504,0.07581603355690497,0.07323675782342483,0.11445949462912515,0.10071743985411459,0.10299505410017341,0.02003985686234178,0.05623536663460791,0.127563099078288,0.1501897615150316,0.08140307391157552,0.11982989381508034,0.06223139333161123,0.08629712279722694,0.0870343095418819,0.05479098932414382,0.08471365700930808,0.06701127619640118,0.007138869545239343,0.10924489388231427,0.13642852254320406,0.1668859375686093,0.058890975612010364,0.0860049164082484,0.1731403228904358,0.06608416070680528,0.13102657368864573,0.059826215535546505,0.051321348293830935,0.06076816066072763,0.14321950146707668,0.6684329389501075,0.6188212516937656,0.22077278156965546,0.6851559798414277,0.4561228590713237,0.09154228855721393,0.11869225302061122,0.1431730237700387,0.1400142146410803,0.10323383084577115,0.1547816473189608,0.14054726368159204,0.13847429519071308,0.22346600331674957,0.7768538843592,0.044065387348969434,0.09514925373134328,0.03648424543946932,0.01990049751243781,0.08271144278606965,0.024875621890547265,0.05845771144278607,0.009950248756218905,0.014925373134328358,0.03482587064676617,0.18479033404406536,0.007462686567164179,0.027007818052594175,0.1044776119402985,0.014925373134328358,0.009950248756218905,0.03233830845771144,0.0392482034273079,0.004975124378109453,0.08084577114427861,0.12686567164179105,0.004975124378109453,0.004975124378109453,0.01990049751243781,0.03482587064676617,0.11567164179104478,0.009950248756218905,0.009950248756218905,0.08955223880597014,0.07064676616915423,0.014925373134328358,0.017412935323383085,0.07391613361762614,0.004975124378109453,0.03731343283582089,0.03482587064676617,0.04643449419568822,0.04477611940298507,0.0945273631840796,0.03980099502487562,0.024875621890547265,0.029850746268656716,0.01990049751243781,0.004975124378109453,0.01990049751243781,0.05472636815920398,0.004975124378109453,0.05472636815920398,0.01990049751243781,0.013681592039800995,0.05970149253731343,0.022388059701492536,0.06716417910447761,0.02736318407960199,0.004975124378109453,0.024875621890547265,0.014925373134328358,0.029850746268656716,0.02842928216062544,0.03233830845771144
