MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,HallKierAlpha,Ipc,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA2,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_nitrile,fr_nitro,fr_nitroso,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0.5629290196081231,0.6210418450094306,0.06325163387357981,0.6006855375329434,0.06431880362517645,0.2378384312009286,0.488633152926415,0.3745041454000919,0.5460596183688236,0.6785200187815701,0.5048900635220012,0.9238475127499267,0.004975124378109453,0.0962019474369455,0.10902765113499212,0.03495950862142891,0.10036322514273002,0.055669860725628934,0.07741073504025171,0.07373406791015942,0.11706957658065706,0.10056929155063123,0.099398573653374,0.01755229467328705,0.05665323240700639,0.12538679526580834,0.1533801860058048,0.07242191273901098,0.12482008823483814,0.066584627162457,0.083130397502754,0.08735264931232554,0.06097758421431071,0.08895841583568555,0.06866715496053985,0.007502903036320522,0.11157289988535035,0.13922169653913957,0.16518378761621938,0.05826934965121669,0.08226157532131112,0.1601392557639202,0.06334243377032339,0.17806835518162903,0.06164963174811198,0.09456444803480571,0.061522688691638884,0.14257978358012854,0.6707818520180788,0.6657287515603453,0.21831560954833706,0.6825027016936742,0.45267576003701837,0.10945273631840796,0.1122956645344705,0.17484008528784648,0.14783226723525228,0.09950248756218906,0.06218905472636816,0.1724709784411277,0.15323383084577116,0.22139303482587064,0.7785876999065986,0.042643923240938165,0.09763681592039801,0.03316749585406301,0.024875621890547265,0.07524875621890548,0.022388059701492536,0.060945273631840796,0.009950248756218905,0.01990049751243781,0.03482587064676617,0.17484008528784648,0.007462686567164179,0.025586353944562896,0.1044776119402985,0.004975124378109453,0.014925373134328358,0.014925373134328358,0.029850746268656716,0.037037037037037035,0.004975124378109453,0.07960199004975124,0.12437810945273632,0.004975124378109453,0.004975124378109453,0.01990049751243781,0.03482587064676617,0.06301824212271973,0.004975124378109453,0.004975124378109453,0.0845771144278607,0.07064676616915423,0.01990049751243781,0.014925373134328358,0.08872305140961857,0.03233830845771144,0.03482587064676617,0.05306799336650084,0.04975124378109453,0.07960199004975124,0.03482587064676617,0.023009950248756218,0.012437810945273632,0.029850746268656716,0.004975124378109453,0.024875621890547265,0.05140961857379767,0.004975124378109453,0.1044776119402985,0.01990049751243781,0.014925373134328358,0.03482587064676617,0.014925373134328358,0.05472636815920398,0.02736318407960199,0.004975124378109453,0.01990049751243781,0.012437810945273632,0.029850746268656716,0.027718550106609806,0.03482587064676617
