MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,HallKierAlpha,Ipc,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA2,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_aniline,fr_aryl_methyl,fr_azide,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_nitro,fr_nitro_arom_nonortho,fr_nitroso,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0.541467832277583,0.6202624422278478,0.06349488312826315,0.6152686350376562,0.06441208756333133,0.23863351974381278,0.6236677937013965,0.37998375999328926,0.5533377989605559,0.6859118938672436,0.5460113392588029,0.9006350005901042,0.004975124378109453,0.1053734656703675,0.10627941209687916,0.03473141067709682,0.10178587636059974,0.05958357496420675,0.07633329420389431,0.07293284237698089,0.11037605721233644,0.10544812952958575,0.10664926253692256,0.020039856862341776,0.05428083110206912,0.13220463081651776,0.15295979800417625,0.07542298046376884,0.12011749963564315,0.06720651770972068,0.08451907865040358,0.08595366765065145,0.05727855151319855,0.09050706841053242,0.06822958811112635,0.0072602140422664005,0.11431553792203515,0.1409666418804006,0.16523571120399105,0.05832944236548205,0.08007819567993284,0.15534570659010685,0.06397793709980401,0.13693270318476053,0.06295889203294613,0.05304599896728659,0.062602752007956,0.14171536661626494,0.6701175962822619,0.6139101760491985,0.21644765821457268,0.6852020272809867,0.46078979084670363,0.09253731343283583,0.12295664534470503,0.1470425649530127,0.14427860696517408,0.10696517412935323,0.15975677169707023,0.14054726368159204,0.13930348258706465,0.2300995024875622,0.7755984067041374,0.04335465529495381,0.10261194029850747,0.03980099502487562,0.01990049751243781,0.08644278606965174,0.024875621890547265,0.05721393034825871,0.009950248756218905,0.01990049751243781,0.03482587064676617,0.1869225302061123,0.004975124378109453,0.08208955223880597,0.1044776119402985,0.004975124378109453,0.014925373134328358,0.014925373134328358,0.0339966832504146,0.03150912106135987,0.07960199004975124,0.12437810945273632,0.004975124378109453,0.009950248756218905,0.03482587064676617,0.06898839137645107,0.004975124378109453,0.009950248756218905,0.08706467661691543,0.07711442786069653,0.01990049751243781,0.017412935323383085,0.07746979388770432,0.004975124378109453,0.03731343283582089,0.024875621890547265,0.056384742951907124,0.05721393034825871,0.0945273631840796,0.03482587064676617,0.026741293532338308,0.03482587064676617,0.024875621890547265,0.004975124378109453,0.024875621890547265,0.04975124378109453,0.004975124378109453,0.05472636815920398,0.01990049751243781,0.014925373134328358,0.03233830845771144,0.022388059701492536,0.06716417910447761,0.024875621890547265,0.004975124378109453,0.029850746268656716,0.014925373134328358,0.024875621890547265,0.029850746268656716,0.024875621890547265
