MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,HallKierAlpha,Ipc,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA2,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0.5591574361355098,0.6201117980341309,0.06507446518459989,0.5976694742115748,0.0651381570523443,0.23896224802747454,0.62250448309077,0.38142821027694845,0.5467687619924826,0.6805171784091633,0.49596427497223944,0.900314257764735,0.005,0.09840205829160852,0.0985174711955339,0.0355129490640866,0.10828645896673685,0.06208115254275523,0.0759254649818355,0.07370119508957813,0.1156874244466675,0.10185562179714375,0.10485488532201959,0.017570028073326742,0.055003677979406494,0.13144805968147805,0.1541767455991515,0.0742815531847606,0.1278965012735382,0.06815336686551285,0.08640311229858805,0.08500350382421377,0.05253247213538227,0.09041594964622597,0.06840298450538851,0.007428745361116914,0.11093902586716857,0.13862360647806005,0.17209826057079694,0.06095984621995834,0.08158448187965052,0.15991407509626257,0.06636174839482961,0.13149452138660891,0.06355863538816356,0.051121838918588056,0.06246021659753765,0.12823716516515168,0.6697240677444765,0.6152679968834263,0.22314969781042113,0.6834981283707918,0.46031866290059353,0.08900000000000001,0.11928571428571427,0.14222222222222222,0.14714285714285713,0.10375,0.16055555555555556,0.1375,0.13416666666666666,0.22708333333333336,0.7777228906803764,0.045,0.099375,0.03833333333333333,0.025,0.085625,0.025,0.05875,0.005,0.015,0.035,0.1857142857142857,0.0075,0.02714285714285714,0.095,0.005,0.01,0.015,0.03333333333333333,0.04055555555555555,0.005,0.085,0.125,0.005,0.005,0.015,0.035,0.06566666666666666,0.01,0.01,0.0875,0.07550000000000001,0.02,0.0125,0.07714285714285714,0.005,0.04,0.025,0.05,0.0475,0.095,0.035,0.02625,0.025,0.02,0.015,0.005,0.015,0.05333333333333333,0.005,0.0475,0.02,0.015,0.0275,0.0225,0.07,0.03,0.005,0.03,0.0125,0.03,0.027142857142857146,0.0325
