MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,HallKierAlpha,Ipc,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA2,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_nitro,fr_nitro_arom_nonortho,fr_nitroso,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0.5544420892389033,0.6335482470432497,0.06414774308721531,0.6049185104043749,0.06275342043739304,0.23494090218670402,0.6284827418722433,0.3754700143352369,0.5553569400845815,0.6895411822626821,0.5040629999810512,0.9017604567040078,0.004975124378109453,0.123010328052295,0.10593736518678622,0.03209798615496457,0.09790555455835306,0.05366267432065802,0.07492428559154835,0.07195595536363203,0.11167349688464535,0.09918896993295939,0.11751898323192683,0.02003985686234178,0.05504772083596,0.13398508932914427,0.15208722803631786,0.07240709609453169,0.12193311563812245,0.06346106155772423,0.08822749503997163,0.08997146066529157,0.06100989479678064,0.09158926533734488,0.06582869269946513,0.007502903036320522,0.11003675935422319,0.15777038366482327,0.16082810408453752,0.05736400816396587,0.08214294593832791,0.154105138560842,0.06389316499276423,0.1334872976793066,0.05472518470300875,0.05553357104139783,0.06254845728150518,0.14393846363140864,0.7544368296244854,0.6155194160490545,0.21759024253680176,0.6824919673319728,0.4443258355985918,0.09253731343283583,0.11727078891257994,0.142620232172471,0.14356787491115847,0.10074626865671642,0.1564400221116639,0.13308457711442787,0.13349917081260365,0.22429519071310114,0.8384931347509865,0.04193319118692252,0.1013681592039801,0.041459369817578764,0.024875621890547265,0.10613598673300163,0.0236318407960199,0.05970149253731343,0.009950248756218905,0.01990049751243781,0.03731343283582089,0.17839374555792462,0.007462686567164179,0.023454157782515993,0.0945273631840796,0.004975124378109453,0.014925373134328358,0.014925373134328358,0.02653399668325041,0.04201216141514649,0.004975124378109453,0.08582089552238806,0.11194029850746269,0.004975124378109453,0.004975124378109453,0.01990049751243781,0.03482587064676617,0.06633499170812604,0.009950248756218905,0.009950248756218905,0.07462686567164178,0.08706467661691543,0.01990049751243781,0.017412935323383085,0.07604832977967306,0.004975124378109453,0.03482587064676617,0.029850746268656716,0.05140961857379767,0.04975124378109453,0.08955223880597014,0.029850746268656716,0.056384742951907124,0.03482587064676617,0.024875621890547265,0.004975124378109453,0.024875621890547265,0.05472636815920398,0.004975124378109453,0.05223880597014925,0.014925373134328358,0.014303482587064677,0.029850746268656716,0.017412935323383085,0.06467661691542288,0.024875621890547265,0.004975124378109453,0.024875621890547265,0.014925373134328358,0.024875621890547265,0.02203269367448472,0.02736318407960199
