MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,Chi4n,HallKierAlpha,Ipc,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NHOHCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_HOCCN,fr_Imine,fr_NH0,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_nitro,fr_nitro_arom_nonortho,fr_nitroso,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0.540306437789289,0.6231109711415708,0.0641940292507849,0.5951444977574833,0.0782856222572896,0.24014868076574458,0.6264572685995639,0.3777455974765615,0.545745828424794,0.6802111280148256,0.4999750723023616,0.10469796829943868,0.8894454377785385,0.004975124378109453,0.057608959193029365,0.10249011639115392,0.022445712050642865,0.1107520812015093,0.03313112204969725,0.09565216680648937,0.05906267728528376,0.06916331970980492,0.12200178531983738,0.13282250030128182,0.09769154914995541,0.10198747364718723,0.07050160559366868,0.0693188329282158,0.017482614998335068,0.062199376447443,0.06543806603105243,0.12523503629578056,0.21010948094287607,0.07296130533284009,0.04148911933779698,0.12565681289747516,0.066584627162457,0.08267410880720878,0.1353673558972899,0.059733803119783345,0.09241696558672079,0.10822548738483728,0.13455450435577307,0.20768932307007962,0.11478566021535061,0.08167897599254742,0.1620274698791156,0.07983455851003647,0.13316234318042627,0.0612826900572361,0.05363974740601313,0.07868159398762947,0.14073856111856375,0.9137742315465262,0.5946902381304272,0.5901435674258854,0.21624781482583028,0.685114757623211,0.44594166755302234,0.04266339535200708,0.09154228855721393,0.11442786069651738,0.13985627418463242,0.16998341625207294,0.09950248756218906,0.15754560530679934,0.06592039800995025,0.13059701492537312,0.1310116086235489,0.2230514096185738,0.7818189561482214,0.039090262970859976,0.09888059701492537,0.03814262023217247,0.024875621890547265,0.07587064676616916,0.01990049751243781,0.05721393034825871,0.01990049751243781,0.03731343283582089,0.18123667377398714,0.03830845771144279,0.007462686567164179,0.027007818052594168,0.10945273631840796,0.004975124378109453,0.014925373134328358,0.009950248756218905,0.03316749585406302,0.037589828634604756,0.004975124378109453,0.0845771144278607,0.12437810945273632,0.004975124378109453,0.004975124378109453,0.01990049751243781,0.03482587064676617,0.06169154228855721,0.004975124378109453,0.009950248756218905,0.08706467661691543,0.07462686567164178,0.01990049751243781,0.014925373134328358,0.0810234541577825,0.004975124378109453,0.029850746268656716,0.029850746268656716,0.05306799336650084,0.05223880597014925,0.07960199004975124,0.03980099502487562,0.026119402985074626,0.03482587064676617,0.024875621890547265,0.004975124378109453,0.024875621890547265,0.059701492537313425,0.004975124378109453,0.05721393034825871,0.014925373134328358,0.03482587064676617,0.01990049751243781,0.05970149253731343,0.04477611940298507,0.004975124378109453,0.01990049751243781,0.014925373134328358,0.024875621890547265,0.025586353944562896,0.02736318407960199
