MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,HallKierAlpha,Ipc,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA2,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,SlogP_VSA8,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_aniline,fr_aryl_methyl,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_nitrile,fr_nitro,fr_nitro_arom_nonortho,fr_nitroso,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0.5665483996910349,0.6185763518614001,0.06063923457630608,0.5946715122264812,0.06569451726663876,0.23845973774146817,0.6205221839777316,0.3835359016076185,0.5465664766078935,0.685350280466552,0.5010885156121135,0.8996001467351433,0.005,0.10290879712721548,0.10219679915449391,0.035488606623906405,0.1030654695293872,0.06021409398805453,0.07326581872627648,0.07408937583163396,0.11555050515854429,0.1033011131668825,0.10568170088781084,0.015140056146653485,0.058623958200485556,0.13109142056481754,0.15250378829004912,0.07477018425965615,0.12221769357685092,0.06879255029826928,0.07929312359763081,0.0911488259338962,0.07822143887995475,0.06452783064035854,0.08285908342762938,0.07055671531677797,0.007540417551502126,0.11644024467007752,0.13723844266881133,0.164911798916214,0.06299173076225273,0.08181169553828703,0.1570249166525818,0.06541458071996983,0.12991599569439877,0.06348596611344066,0.047007693337393554,0.06412699767265062,0.14363633940949716,0.6684038603388294,0.6155088939638079,0.22322419021992915,0.6865233393778059,0.460679030998095,0.1,0.12142857142857143,0.15000000000000002,0.14428571428571427,0.1,0.15666666666666668,0.13875,0.1425,0.23,0.7758089090390379,0.045714285714285714,0.104375,0.04,0.025,0.083125,0.0225,0.05875,0.005,0.02,0.03,0.1857142857142857,0.005,0.02714285714285714,0.105,0.005,0.015,0.01,0.03333333333333333,0.03888888888888888,0.10166666666666664,0.1275,0.005,0.02,0.02,0.06966666666666667,0.01,0.005,0.09,0.0765,0.015,0.0175,0.07142857142857142,0.005,0.0375,0.0325,0.056666666666666664,0.0575,0.095,0.03,0.0275,0.01,0.035,0.025,0.005,0.025,0.055,0.005,0.0575,0.015,0.015625,0.03,0.0225,0.0675,0.0275,0.005,0.03,0.015,0.03,0.0275,0.035
