MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,HallKierAlpha,Ipc,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA2,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_lactam,fr_lactone,fr_methoxy,fr_nitro,fr_nitro_arom_nonortho,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0.5599310138141915,0.6622196476563164,0.061623314695899316,0.6007629354669902,0.06409871160833407,0.24330147278827152,0.6247018943322334,0.37952198607427257,0.5489238924965787,0.6838870222286499,0.5037715817618331,0.900402298850575,0.005,0.09394793681489609,0.10568650572749202,0.03596042179710532,0.10826446855616391,0.05993094587223292,0.06601482740231027,0.0733465302070286,0.11547264870559033,0.1014972270037012,0.10821892077962936,0.020140056146653484,0.05609894519000727,0.12857906884676087,0.15231081688892636,0.07331638130601052,0.13177412409053926,0.06566755029826928,0.08182111289895917,0.09095916271884376,0.060064944270764545,0.09378414149601114,0.06747551420011776,0.007540417551502126,0.11334065544753928,0.13772611234950966,0.16417055612749834,0.060086732852590766,0.08486009058409998,0.15212377261790816,0.06493642160203934,0.13636501615597596,0.06445637521495962,0.054245826335930725,0.06122086728265919,0.14080998525961938,0.6690209919093505,0.6166934995707403,0.22333677579158745,0.6844367897840042,0.4598827700188322,0.08800000000000001,0.11857142857142856,0.1411111111111111,0.1464285714285714,0.10125,0.15888888888888889,0.0625,0.13625,0.1325,0.225,0.779993927994753,0.042857142857142844,0.096875,0.03833333333333333,0.025,0.085,0.025,0.0575,0.01,0.015,0.035,0.18785714285714283,0.0075,0.027857142857142855,0.105,0.005,0.015,0.015,0.034166666666666665,0.03888888888888889,0.005,0.085,0.1275,0.005,0.005,0.02,0.03,0.06666666666666667,0.01,0.01,0.095,0.07550000000000001,0.015,0.0175,0.0807142857142857,0.005,0.04,0.035,0.04833333333333333,0.075,0.04,0.026875,0.035,0.025,0.02,0.05333333333333333,0.005,0.055,0.015,0.014375,0.03,0.0225,0.055,0.03,0.005,0.03,0.0125,0.015,0.0275,0.035
