,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O,10.866438656449063,-1.0194339701604307,10.866438656449063,0.20865746174312627,0.4267101714465896,650.9760000000001,638.8800000000001,650.7900518639999,122,0,0.32031551237641603,-0.5068453544546648,0.5068453544546648,0.32031551237641603,1.1304347826086956,1.7391304347826086,2.260869565217391,126.91474032846813,10.069684729763953,2.157252627023959,-2.134740688314093,2.3444233676952586,-2.317923955820885,14.114772736102536,-0.13799901646796897,2.259938325868832,728.4921149657531,17.14589989101247,11.593375856469253,18.06587072999822,10.773764703227073,6.403077299786714,9.639324736551197,4.7527243258301795,8.239296372992634,2.969940976541349,5.4365609050684505,1.8379412510362274,4.441957736401999,-0.33999999999999925,98209.27805135747,18.990977949808823,8.16001323923941,5.063965411826359,173.5722635628371,20.683585220643643,17.54086449571577,5.749511833283905,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,110.08872033813523,0.0,10.710546813196189,19.74445492755328,73.74191716915601,0.0,0.0,5.733667477162185,12.462662452073971,0.0,46.60583364720124,0.0,17.248535499851716,10.470530430962235,0.0,17.248535499851716,67.77261188120417,22.22420090678122,11.21535880699783,10.710546813196189,5.563451491696996,30.33183534230805,0.0,0.0,0.0,92.78,12.011146117099809,9.901064578912528,0.0,12.170333456209914,15.069205937633207,12.703816033827788,0.0,18.19910120538483,34.723604763991275,45.181741254136114,15.577057825802939,8.339428893067277,6.3285680992880575,10.866438656449063,18.463419693990165,6.429336991475582,0.5071453274775477,7.8297055304123475,0.2626234745066274,0.0,0.0,0.13333333333333333,23,4,5,0,0,0,2,0,2,4,3,8,5,0,0,0,2,3.9527000000000014,112.08900000000003,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O,12.42769109032502,-1.2554035855618644,12.42769109032502,0.16318909045099494,0.5344806106940523,396.4460000000001,380.3180000000001,396.04497823199995,138,0,0.3522609581763171,-0.4765594507746848,0.4765594507746848,0.3522609581763171,1.4230769230769231,2.1923076923076925,2.8076923076923075,32.1666802997684,10.02495966367146,2.537193692535312,-2.489516873175725,2.399354254278053,-2.7033433017450266,7.998375157523316,-0.15052311601903456,1.6915380267707594,788.6704465871796,18.844570503761737,13.760236913754733,15.393230075610186,12.379917853109722,7.732757910526879,9.66116551176243,5.7487019102898635,7.885939598233565,3.9308563064703628,6.146877376241642,2.778976964361752,4.80974049208122,-2.3299999999999996,697024.4391764427,18.46075934416159,7.502018008935549,3.606102408893124,156.73647968447966,15.160178952647085,23.71963491968545,0.0,5.907179729351506,5.907179729351506,11.938610575903699,19.28352128306594,4.794537184071822,0.0,23.098670827325854,6.06636706846161,11.446429838927525,23.12684253020798,6.4208216229260096,29.021539084928037,46.85164086193256,0.0,10.216698334856808,0.0,24.760272464733333,12.359735571259707,33.66008794421553,0.0,0.0,5.316788604006331,0.0,0.0,23.098670827325854,57.5348563736743,30.335833313013342,0.0,11.800884393391923,28.782940750514236,0.0,0.0,0.0,113.01,29.261503947371907,24.284676131127995,0.0,24.631922629846265,11.325958136816055,9.777056924551777,30.022408027016475,0.0,17.512796907389134,5.316788604006331,4.736862953800049,4.874784188277014,2.7880766702738824,49.15532706141559,13.543659485571531,0.2031646936016529,-2.226897845632339,2.924041015341624,0.17873203145659833,1.0591126996944438,0.0,0.375,26,2,8,0,2,2,0,1,1,7,2,10,6,0,1,1,3,0.5922999999999998,94.34050000000005,1,0,0,0,0,0,0,0,1,1,4,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,12.570376984126982,-1.353039805045577,12.570376984126982,0.14007717798583275,0.2950080485966615,424.39100000000025,408.26300000000015,424.068884472,154,0,0.4043169046366358,-0.4765594507471282,0.4765594507471282,0.4043169046366358,1.4827586206896552,2.2413793103448274,2.8275862068965516,32.16663719983964,10.022924719185676,2.5414866413609283,-2.488726483486463,2.3993489191225916,-2.7070764239961678,7.998379895658451,-0.14982378218582157,1.7656451097478199,910.0305400679026,21.129027554137913,14.985942287721631,15.802438868649357,13.845443010499071,8.128755537984043,9.1775103279647,5.825732998833398,6.930725504415344,4.0772887877699935,5.4169224928496575,2.8651142893562582,4.192387989470677,-3.4800000000000004,2993394.942741607,20.25931432531098,8.26144902058043,3.8927178975532524,167.19324259000268,30.148585950599255,30.829432460962988,5.760247418874442,5.711685002770702,11.814359458703011,12.062545358890265,14.48898409899412,9.589074368143644,0.0,11.761884949391115,5.15571272675054,12.13273413692322,11.325958136816055,6.263162995639057,38.27627860571802,41.35047476975509,0.0,10.216698334856808,10.889380203912726,11.4157136421167,19.469533112537242,35.426288394561816,0.0,0.0,11.050456081168516,4.794537184071822,0.0,11.761884949391115,70.4802737007091,23.958063089752148,0.0,5.760247418874442,39.23890463949126,0.0,0.0,0.0,173.76000000000002,35.29261845970997,24.284676131127995,0.0,35.10181183602995,0.0,4.899909730850478,31.201212554769313,6.06636706846161,0.0,20.046952868293552,10.150818414215532,9.788182952922519,1.2127753369866463,53.26880302551888,14.992682296527375,4.677174765480489,-2.382150516874889,2.079614207581483,0.289814579016072,-0.3465964454984116,1.2530331316731722,0.3125,29,4,12,0,2,2,0,1,1,9,3,13,7,0,1,1,3,-0.5359999999999991,97.47390000000003,1,0,0,0,0,0,0,0,1,1,4,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,16.85906328735198,-1.980464025888133,16.85906328735198,0.06755645313681025,0.6672134969921051,392.4670000000001,363.23500000000007,392.19990224799994,154,0,0.18990619222686994,-0.3897124158559765,0.3897124158559765,0.18990619222686994,1.3214285714285714,2.0,2.642857142857143,19.147660449368267,9.44343919415896,2.749819866206266,-2.621825242064574,2.7016168334915958,-2.6903726199141667,6.009344411704314,-0.21909017207990547,1.83769187946728,804.7488254884713,20.698306133819763,16.61308763069695,16.61308763069695,12.96323339420858,10.142335326732528,10.142335326732528,9.749150873950827,9.749150873950827,8.79125320497435,8.79125320497435,7.261033170025531,7.261033170025531,-1.3700000000000003,1500075.6365228966,19.925309492060308,5.832747547893353,2.0142638085946416,163.8717856112747,15.319582184522117,12.207932775496605,17.235249711475557,0.0,0.0,0.0,9.589074368143644,4.39041504767482,0.0,0.0,25.496599036284397,56.5948759973852,16.747886984954953,6.103966387748303,29.299071600340582,11.566489892729878,0.0,0.0,28.583699077277743,63.82827510825358,6.606881964512918,23.80116485057091,0.0,0.0,0.0,4.39041504767482,0.0,0.0,50.866731059242575,9.589074368143644,28.583699077277743,46.4544980907759,23.80116485057091,0.0,0.0,0.0,94.83000000000001,52.42969695947186,24.90865655266576,4.39041504767482,18.121972615452343,24.835569398847298,0.0,12.152040213667762,26.847231705905752,0.0,0.0,0.0,16.85906328735198,0.0,24.380376536674216,31.963442055781645,-5.1691156987486355,-2.1191335745667015,0.0,4.439214381714833,4.479486345126,0.0,0.7272727272727273,28,3,5,4,0,4,0,0,0,5,3,6,2,3,0,3,4,1.8957,99.94440000000004,0,3,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1CNP(=O)(OC1)N(CCCl)CCCl,12.18854938271605,-2.842183641975309,12.18854938271605,0.4225385802469137,0.605720669080109,261.08899999999994,245.969,260.02481971000003,84,0,0.3429836890948602,-0.30596634526037897,0.3429836890948602,0.30596634526037897,1.3571428571428572,2.0,2.4285714285714284,35.4967533905398,10.472554868912827,2.3228825756467324,-2.32528888405542,2.4748760484972085,-2.354185033003122,7.539263117101784,0.23264802636229634,2.5822640284816725,201.8664756744443,10.441311299868556,7.91660018625193,10.322885269288756,6.726492059082182,4.597961710466701,7.2445170169565785,2.9469275437115803,5.883786772984461,1.956624335279722,4.595188948617404,1.2783103907847326,3.920544174917886,0.69,1442.8330626105126,12.758073519400952,6.311144001092418,3.36838444118429,94.44153500749827,4.5237471617118175,0.0,0.0,0.0,0.0,7.670279738874966,4.565048284931329,9.757711252998451,0.0,23.20187978046503,0.0,6.4208216229260096,31.394276107678404,6.606881964512918,9.088795446643147,30.872159519339995,0.0,9.757711252998451,0.0,6.4208216229260096,38.00115807219132,0.0,0.0,0.0,5.0872950630771525,0.0,0.0,30.872159519339995,42.67157426211262,9.088795446643147,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,41.57,7.670279738874966,4.565048284931329,0.0,0.0,31.456401666278747,12.965578028838586,0.0,4.6704161899212995,0.0,5.0872950630771525,27.725626942176852,19.17487654320988,11.248020754598134,0.0,2.9071604938271607,0.0,0.8450771604938274,0.0,0.8884722222222221,2.306354245401865,-2.842183641975309,1.0,14,1,4,0,1,1,0,0,0,2,1,7,5,0,1,1,1,1.884,59.19120000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,12.69273478835979,0.04565381708238769,12.69273478835979,0.04565381708238769,0.8910127130247419,288.43500000000006,260.21099999999996,288.22016351599996,116,0,0.2412445175266546,-0.32423494936901764,0.32423494936901764,0.2412445175266546,1.2857142857142858,2.0,2.6666666666666665,16.151220403484196,9.99926721355454,2.28034117806626,-2.3440921249794577,2.2280770992881394,-2.4705566174240663,5.957482551450257,-0.1220212596067182,2.0650549483148155,463.856712264959,15.242276208189782,13.61461043102816,13.61461043102816,10.1302289553358,8.242825709114285,8.242825709114285,6.157161444194027,6.157161444194027,4.444516845696183,4.444516845696183,3.134886313422913,3.134886313422913,-1.35,57281.24375228437,16.02802883290633,7.599376898652427,4.068068371596222,128.27609529258223,5.316788604006331,0.0,0.0,5.907179729351506,0.0,0.0,9.694446914922299,0.0,0.0,0.0,37.964481650927475,57.326355063378415,5.687386274683562,6.041840829147961,4.794537184071822,11.594566004035068,0.0,4.899909730850478,0.0,58.91716054284987,18.406301415831482,29.32600418877882,0.0,0.0,5.316788604006331,5.687386274683562,0.0,0.0,29.938443101175096,4.794537184071822,13.847474399381248,50.15474829771466,18.19910120538483,0.0,0.0,0.0,32.34,0.0,4.794537184071822,0.0,11.949020558499466,0.0,42.74544531575472,19.26246486877803,0.0,6.06636706846161,43.120644070851895,0.0,0.0,0.0,15.06370701058201,3.1740077003023432,3.265787273242631,0.1696324640967497,6.189656214146202,5.721966308319573,8.41524302931049,0.0,0.6111111111111112,21,1,3,0,1,1,1,0,1,2,1,3,5,0,1,1,2,3.8965400000000026,88.66570000000006,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,12.604405706727135,0.044172335600906276,12.604405706727135,0.044172335600906276,0.9109962827378177,274.408,248.19999999999996,274.204513452,110,0,0.2412445161795791,-0.3242349493734249,0.3242349493734249,0.2412445161795791,1.3,2.0,2.65,16.151218572889334,10.001685205453079,2.27848271930465,-2.3417264998248983,2.2261874077821546,-2.469578314299816,5.957468227112072,-0.12199278934505531,2.0985414736655117,447.807850229236,14.535169427003234,12.907503649841612,12.907503649841612,9.6302289553358,7.7428257091142845,7.7428257091142845,5.803608053600753,5.803608053600753,4.156456369844468,4.156456369844468,3.0608952665039775,3.0608952665039775,-1.35,34417.87440160843,15.046765275268859,6.889358088486353,3.3965377335507196,121.91115317818561,5.316788604006331,0.0,0.0,5.907179729351506,0.0,0.0,9.694446914922299,0.0,0.0,0.0,31.54366002800146,57.326355063378415,5.687386274683562,6.041840829147961,4.794537184071822,11.594566004035068,0.0,4.899909730850478,0.0,52.49633891992386,18.406301415831482,29.32600418877882,0.0,0.0,5.316788604006331,5.687386274683562,0.0,0.0,29.938443101175096,4.794537184071822,13.847474399381248,43.73392667478865,18.19910120538483,0.0,0.0,0.0,32.34,0.0,4.794537184071822,0.0,11.949020558499466,0.0,49.166266938680735,6.4208216229260096,0.0,32.046575604766076,17.140435534547432,0.0,0.0,0.0,14.944127928949356,3.1559911186696903,3.2564109872344007,0.16254629629629624,6.174042501259763,4.4604783163265305,8.346402851263962,0.0,0.5882352941176471,20,1,3,0,1,1,1,0,1,2,1,3,4,0,1,1,2,3.506440000000002,84.04870000000005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,13.824468469754573,-0.9915267017300751,13.824468469754573,0.11744994297403721,0.199874123748593,628.814,580.4300000000004,628.3624706360001,246,0,0.31759486365989026,-0.4832294652830567,0.4832294652830567,0.31759486365989026,0.8913043478260869,1.5,2.0869565217391304,16.48336076274883,9.924263557445462,2.3529402365378513,-2.36997804569421,2.223602175945301,-2.592320368286019,5.8748500894431155,-0.12824571003467547,1.5215253926910401,1411.9399871126961,33.053466517131895,27.369472666574463,27.369472666574463,22.117101296127604,16.211387532744798,16.211387532744798,12.539353366502,12.539353366502,8.411735501010686,8.411735501010686,6.1159298989720146,6.1159298989720146,-4.369999999999999,11848943881.176159,34.50215976368346,16.800052215267485,9.813282839260593,272.2754260544931,30.69366589151022,11.791352662431866,6.606881964512918,5.907179729351506,5.907179729351506,6.031114512338072,9.589074368143644,4.794537184071822,0.0,0.0,92.71024628938218,67.70247290403466,19.13135364097311,12.145807216896262,24.227001900856216,17.845473971041084,0.0,20.850275542869472,5.917906046161393,77.60772416565871,19.696394776338067,101.11657785678895,0.0,5.749511833283905,20.68722876581904,4.794537184071822,5.749511833283905,0.0,71.77779474826252,22.43071761399566,19.76538044554264,48.94292361202125,78.86277189000094,0.0,0.0,0.0,120.00000000000001,24.229488875192185,19.490138947056174,0.0,36.7910836046414,31.680667890961075,28.674627589713992,0.0,4.899909730850478,106.55772068876344,15.950365812018994,4.736862953800049,5.900000577767498,0.0,41.32834805570983,20.73501869891124,3.84204284866756,-0.049276027331538574,23.279468434622697,0.8314975711399,8.63289984051281,0.0,0.43243243243243246,46,4,9,0,1,1,3,0,3,5,4,9,15,0,1,1,4,4.328140000000004,179.53589999999951,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,13.489947153523577,-3.927918185193166,13.489947153523577,0.00018282674598513182,0.36442311667248134,547.6740000000003,510.3780000000003,547.2352215239998,208,0,0.4073228324627486,-0.44327459684178944,0.44327459684178944,0.4073228324627486,1.131578947368421,1.8421052631578947,2.526315789473684,32.233428047453195,10.007410544517185,2.438432508269877,-2.3060007878923883,2.326424060922196,-2.5138516131141024,7.887377566338997,-0.09069638365038579,1.5050423995020028,1160.9535123927155,27.285881803630282,21.73241021840026,22.548906799327987,18.129067424415016,12.912287885071539,14.352351213872181,10.261608593550765,12.199543573492427,6.787103232374808,8.632965757591274,4.824486821681407,6.446029134810673,-2.6999999999999993,306514959.33644295,28.311664132961564,12.437477968274312,7.02972972972973,223.65772071845134,30.36757233740937,6.103966387748303,6.290026729335213,10.023291153407584,0.0,6.093240070938415,0.0,13.212334168400758,4.305215991296234,0.0,44.179309741689295,48.58846905755685,18.776899086508713,36.17296066760127,32.52945042464161,21.80391749902956,0.0,9.622004595302565,11.835812092322787,56.124401454730815,32.03694421801317,60.160755107851486,0.0,0.0,11.050456081168516,10.481923458755384,0.0,0.0,74.76585751623504,30.65470163773374,11.835812092322787,25.831747514004253,59.49278709167226,0.0,0.0,0.0,140.42000000000002,34.366304828990565,18.318861563241466,0.0,49.13853869643985,12.29426823919648,11.984273114623004,28.570684265142674,0.0,44.179309741689295,5.316788604006331,19.944256338562333,44.936107611628245,0.0,13.006349874895061,14.110682560635212,7.0674562608706974,-0.02312062273139448,14.5199266965516,-1.686242296442019,4.580091433119094,-3.927918185193166,0.5185185185185185,38,4,10,0,2,2,2,0,2,8,3,11,11,0,2,2,4,2.3752999999999997,141.59569999999994,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,13.588031555635721,0.015348308282093104,13.588031555635721,0.015348308282093104,0.1676472462674973,645.3190000000002,616.0870000000001,645.0236897880001,166,0,0.19675040898984847,-0.49003067645577386,0.49003067645577386,0.19675040898984847,1.064516129032258,1.7419354838709677,2.3870967741935485,126.9137228142352,9.980847793714844,2.2300226335448508,-2.1877900876363165,2.330554121481116,-2.2768004465860674,14.113720638914076,0.1033197889368647,1.8888647726408172,1017.4182948418052,22.38010440969447,18.34173649635359,22.65673307870623,14.993932260492075,10.888744028304075,13.046242319480395,7.4734361391367825,9.797817503911745,5.461660913120074,7.064249090033274,3.64829513017214,5.727816628805919,-1.1299999999999997,10080001.27373847,24.511205068165516,11.651596931772385,5.815185868306782,211.53743162157704,14.053923621703873,23.69966135831351,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,45.39113442738271,82.89117689427209,23.915253735000377,12.703816033827788,13.948551074925218,61.934230556608085,0.0,4.899909730850478,0.0,40.0336764678499,26.241151182250643,60.425717355168885,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,45.181741254136114,36.92430585946606,6.4208216229260096,7.140364542130793,55.29454243126415,40.815353347823006,0.0,10.969244356107037,0.0,42.68,0.0,4.794537184071822,0.0,5.783244946364939,17.73378494790691,68.51610223691193,0.0,0.0,36.39820241076966,70.85286258405846,9.154013890853395,14.066643576924024,4.537657986065562,15.920837509397039,0.8918227299408966,2.15069364650537,1.6595888048398906,11.675470526325075,2.8209082632689797,10.016376956733163,0.0,0.4,31,0,4,0,0,0,2,1,3,4,0,6,11,0,0,0,3,6.936200000000007,143.41749999999985,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C=CC[N+]12CCC34C1CC(C(=CCO)C2)C5=CN6C7C(=CN(C53)C8=CC=CC=C48)C9CC1C7(CC[N+]1(CC9=CCO)CC=C)C1=CC=CC=C16,10.455622394772602,0.018258025719470217,10.455622394772602,0.018258025719470217,0.31722605105983087,666.9100000000002,616.5100000000001,666.3922796801801,256,0,0.10282648645817838,-0.39229289700418096,0.39229289700418096,0.10282648645817838,0.68,1.12,1.54,16.251325768879155,9.557253990314099,2.7497273284555708,-2.588103970938562,2.6929446021582595,-2.690595785554172,5.767239332714191,-0.9367383949064741,1.2189284391515671,1852.1762446892762,33.62238061788423,29.129781893403923,29.129781893403923,24.498227973672673,19.219077951835978,19.219077951835978,17.167267939718755,17.167267939718755,15.865665890482633,15.865665890482633,14.557428399342882,14.557428399342882,-3.6799999999999984,729063483964.3683,29.993217773437504,10.006491261768536,3.2359458030047694,296.0242915697799,28.978935966771616,25.17319447012107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.70811399163441,57.70409545426204,61.29378091303484,62.306452149765605,19.17911650507066,11.374772549367124,0.0,0.0,11.835812092322787,60.68063074708944,62.28212182620223,131.81211922553737,0.0,0.0,9.799819461700956,11.374772549367124,0.0,0.0,95.8287821861638,10.82998093879356,11.835812092322787,36.81018947509803,120.6852162421434,0.0,0.0,0.0,46.94,0.0,10.213054789681411,0.0,36.127426526115315,23.91949375061871,73.91788664256875,33.64788459289965,11.146209060138535,0.0,108.19261758356728,0.0,2.1183278781406347,0.0,5.539248393801965,20.911244789545204,11.833430939167322,0.6149380881063775,20.26241490586878,18.56904554575672,14.984682792946337,0.0,0.45454545454545453,50,2,6,2,7,9,2,0,2,4,2,6,6,2,4,6,11,5.475600000000007,198.41839999999945,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
