MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,HallKierAlpha,Ipc,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA2,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_nitrile,fr_nitro,fr_nitro_arom_nonortho,fr_nitroso,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0.5589842453019586,0.6248398785292189,0.06437286123883011,0.5977484397940291,0.0640631478527814,0.23657678425812942,0.6258578181543387,0.3783450479217867,0.5512553314109956,0.6830107352417533,0.5046100022654622,0.9003271731340853,0.004975124378109453,0.09602970783581205,0.09744988396946683,0.03413083655906653,0.0992930363211265,0.054724338691765184,0.07514793667202056,0.0732109322362578,0.11241760053255598,0.10301687108632873,0.10550277987556145,0.015064732484232323,0.05433989665713982,0.13213096353763837,0.1522264272630969,0.0743965115920139,0.12362457408957836,0.06967996703036104,0.08290571870524205,0.0880092166147339,0.056002459836201265,0.0897748680330573,0.06812683795222226,0.007391786428972055,0.11409477417086514,0.13495840968531442,0.16728613974668954,0.05893235524367764,0.08360356510256442,0.1567886882383611,0.063425163997301,0.12935560629864698,0.05978783340518173,0.051249302351657984,0.06196169315056999,0.1403272368640404,0.6696593089805933,0.6154768633533686,0.22292969409055508,0.68435438901723,0.4510286274171777,0.08656716417910447,0.1222459132906894,0.1431730237700387,0.14712153518123666,0.09825870646766169,0.15809839690436708,0.060945273631840796,0.13930348258706468,0.13349917081260365,0.22595356550580425,0.7777829718593497,0.044065387348969434,0.09639303482587065,0.03980099502487562,0.024875621890547265,0.10033167495854062,0.021144278606965175,0.06343283582089553,0.009950248756218905,0.01990049751243781,0.06467661691542288,0.1791044776119403,0.007462686567164179,0.027007818052594168,0.1044776119402985,0.004975124378109453,0.009950248756218905,0.014925373134328358,0.02902155887230514,0.03427307904919845,0.004975124378109453,0.10945273631840796,0.11940298507462686,0.004975124378109453,0.004975124378109453,0.01990049751243781,0.03482587064676617,0.06567164179104477,0.009950248756218905,0.009950248756218905,0.07960199004975124,0.07263681592039802,0.01990049751243781,0.012437810945273632,0.07320540156361051,0.004975124378109453,0.03482587064676617,0.03482587064676617,0.05140961857379767,0.05223880597014925,0.0945273631840796,0.03482587064676617,0.02736318407960199,0.009950248756218905,0.029850746268656716,0.01990049751243781,0.004975124378109453,0.024875621890547265,0.05970149253731343,0.004975124378109453,0.05223880597014925,0.01990049751243781,0.01554726368159204,0.029850746268656716,0.022388059701492536,0.06716417910447761,0.024875621890547265,0.004975124378109453,0.01990049751243781,0.012437810945273632,0.029850746268656716,0.029850746268656716,0.03233830845771144
