MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,HallKierAlpha,Ipc,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA2,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_lactam,fr_lactone,fr_methoxy,fr_nitro,fr_nitro_arom_nonortho,fr_nitroso,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0.5633514345288426,0.6213394637070359,0.0633657962873832,0.592757673710085,0.0651884671158491,0.24067385296534624,0.6263252998150778,0.37789858059142817,0.5520196720445509,0.6838827248605459,0.49738988177799326,0.9005967229151384,0.005,0.0973049564168549,0.10957278939066707,0.03511178297730388,0.10382010832182796,0.05611498428354011,0.07788490280797089,0.07430846975136529,0.1173694861110304,0.10171929235520778,0.10202723210155516,0.020140056146653488,0.058453174018722125,0.12740644558020933,0.15190294863678452,0.0723136146966224,0.11962288451339025,0.06629255029826928,0.08936200370302867,0.0917817828045325,0.05506494427076454,0.08772756844096982,0.06836109544966519,0.007540417551502124,0.11487009271193514,0.13765820354216232,0.16966908074659265,0.06091030546672052,0.08251789756649681,0.15665609254597207,0.06517951793953354,0.13391159212403628,0.06067546822747417,0.05349736712458553,0.06147943191951148,0.14276688141906793,0.6688261142704974,0.6191280301310215,0.22200401928382527,0.7282033317680842,0.45824855224949135,0.094,0.12142857142857143,0.14666666666666667,0.14357142857142854,0.1025,0.15722222222222226,0.14,0.14,0.22791666666666668,0.7779629988558924,0.04428571428571429,0.09625,0.039999999999999994,0.02,0.080625,0.02375,0.06,0.01,0.01,0.03,0.18285714285714286,0.0075,0.027857142857142855,0.115,0.005,0.015,0.015,0.02916666666666667,0.03833333333333334,0.005,0.0825,0.1275,0.005,0.005,0.02,0.03,0.06666666666666667,0.01,0.01,0.0925,0.07400000000000001,0.01,0.015,0.07428571428571427,0.005,0.0375,0.0325,0.04833333333333333,0.09,0.04,0.025625,0.025,0.02,0.005,0.025,0.055,0.005,0.0575,0.01,0.015625,0.0325,0.0175,0.07,0.0275,0.005,0.03,0.015,0.03,0.03,0.03
