MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,Chi4n,HallKierAlpha,Ipc,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA2,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,SlogP_VSA8,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_nitro,fr_nitro_arom_nonortho,fr_nitroso,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0.555375449572378,0.6281666594753385,0.13561387907450956,0.5980712686843389,0.06048632872349671,0.23649840220711021,0.6227675991112284,0.3801097628515596,0.5390534291223621,0.642873471877139,0.5435397897571568,0.08631909143317253,0.9043836819813871,0.004975124378109453,0.10278145809560342,0.10526935623148082,0.03288394928909652,0.10381000526131309,0.051935735969191536,0.07660566776396764,0.06899383865568047,0.11010964969741359,0.10947215959751523,0.10295023570491878,0.05320949006036426,0.02003985686234178,0.05283140610623604,0.12710017737118187,0.15076827281312397,0.07398553986251276,0.03349901471371415,0.11733699088169754,0.06782840825698436,0.0905710710664276,0.0867041238191284,0.07171344594786255,0.058522332607725915,0.11704031181454386,0.08645817567173439,0.005561391083887566,0.11031413856878719,0.13518077458279473,0.166172348190964,0.05771426875633868,0.15331110751086086,0.1516950314673396,0.05987815208763552,0.1328211186557272,0.05952354322426178,0.051374428746857895,0.05981059132831492,0.1421819152932315,0.9361199860083775,0.6714594364477424,0.6209404676095652,0.18468458022741727,0.684158454325224,0.4551133094656417,0.09950248756218906,0.12508884150675192,0.1525704809286899,0.14072494669509591,0.09825870646766169,0.1531232725262576,0.14427860696517414,0.14510779436152568,0.2292703150912106,0.7786698472648829,0.04394693200663349,0.1013681592039801,0.03648424543946932,0.024875621890547265,0.07898009950248756,0.03980099502487562,0.05845771144278607,0.009950248756218905,0.014925373134328358,0.03482587064676617,0.1798152096659559,0.03681592039800995,0.004975124378109453,0.07960199004975124,0.09950248756218906,0.004975124378109453,0.014925373134328358,0.014925373134328358,0.019071310116086235,0.040353786622443336,0.08208955223880597,0.12189054726368159,0.004975124378109453,0.004975124378109453,0.01990049751243781,0.03482587064676617,0.06898839137645107,0.009950248756218905,0.009950248756218905,0.0845771144278607,0.07711442786069651,0.01990049751243781,0.017412935323383085,0.06467661691542288,0.004975124378109453,0.03482587064676617,0.03482587064676617,0.05804311774461027,0.05721393034825871,0.0945273631840796,0.03482587064676617,0.025497512437810944,0.03482587064676617,0.024875621890547265,0.004975124378109453,0.01990049751243781,0.06716417910447761,0.004975124378109453,0.05223880597014925,0.01990049751243781,0.013266998341625206,0.029850746268656716,0.022388059701492536,0.06716417910447761,0.029850746268656716,0.024875621890547265,0.012437810945273632,0.029850746268656716,0.027007818052594175,0.03482587064676617
