MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,HallKierAlpha,Ipc,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA2,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_nitro,fr_nitro_arom_nonortho,fr_nitroso,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0.5596206352485726,0.6196389429903277,0.06239405540471817,0.593195499211482,0.06499217280352487,0.24215327813340995,0.6200916645854848,0.383545836142435,0.5534155885044639,0.6842988021103047,0.49684718571755176,0.9005814653803618,0.004975124378109453,0.09854888923674102,0.10331587577696198,0.03594128653993224,0.10554915374135468,0.06269350890332796,0.07319824729278135,0.07204668004643884,0.11671341183419055,0.10058435008296925,0.10293662088362669,0.020039856862341776,0.057200477880638034,0.1274169048974931,0.15114942068016377,0.06953485175351459,0.12252339732089644,0.08511423965651915,0.08967102455469556,0.06585093447225057,0.08472301040845522,0.06830298066042587,0.007502903036320523,0.11414707046808188,0.13911395017067626,0.16429671193024323,0.06038485367618453,0.08412341924004443,0.15673646437920402,0.06445283970330695,0.1337335956219799,0.06285602157150763,0.05026671973586535,0.06219176036072653,0.12797176731919924,0.6676912098575817,0.6166478487401243,0.22201901456458187,0.7268889575895183,0.46339627429205477,0.08855721393034827,0.12082444918265811,0.1431730237700387,0.14143567874911156,0.10572139303482588,0.15699281370923163,0.14054726368159204,0.1409618573797678,0.22512437810945274,0.7759200500469683,0.04548685145700071,0.09701492537313433,0.03814262023217247,0.024875621890547265,0.08644278606965174,0.026119402985074626,0.05845771144278607,0.009950248756218905,0.01990049751243781,0.03233830845771144,0.18550106609808098,0.007462686567164179,0.024164889836531627,0.08955223880597014,0.004975124378109453,0.014925373134328358,0.014925373134328358,0.033996683250414585,0.04090657822001105,0.004975124378109453,0.07960199004975124,0.1318407960199005,0.004975124378109453,0.004975124378109453,0.009950248756218905,0.024875621890547265,0.06799336650082918,0.009950248756218905,0.009950248756218905,0.08706467661691543,0.07611940298507464,0.01990049751243781,0.017412935323383085,0.07391613361762615,0.03980099502487562,0.024875621890547265,0.04477611940298507,0.04228855721393035,0.0945273631840796,0.03482587064676617,0.025497512437810944,0.03482587064676617,0.024875621890547265,0.004975124378109453,0.01990049751243781,0.05140961857379767,0.004975124378109453,0.0472636815920398,0.01990049751243781,0.014925373134328358,0.03233830845771144,0.017412935323383085,0.06965174129353234,0.02736318407960199,0.004975124378109453,0.029850746268656716,0.012437810945273632,0.024875621890547265,0.029850746268656716,0.029850746268656716
