MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,Chi4n,HallKierAlpha,Ipc,PEOE_VSA10,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_nitro,fr_nitro_arom_nonortho,fr_nitroso,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0.5593193533223328,0.6170134278801787,0.06479110493203274,0.5905984253730683,0.0767257056522078,0.5232839681323462,0.6273693573401864,0.3751837668678595,0.5513521170063514,0.6799673114792767,0.5066884793459855,0.10501602254779584,0.8904669515633388,0.004975124378109453,0.055246833393786624,0.09730774507627242,0.10337277544371726,0.10111670957858247,0.12202338654089076,0.05097288733602913,0.06574716408627349,0.12068963717077262,0.13390818999487172,0.09834169526020664,0.10183426235547709,0.06549863237856723,0.010019928431170888,0.04186613068122084,0.06455801219923471,0.06643269307921577,0.1218814064266258,0.20457978741874056,0.07334611368376226,0.03594262327469676,0.11578046937196186,0.06781429538857,0.07937002177924167,0.1381031868750326,0.05727855151319855,0.08910435050189659,0.1520964334345713,0.13550539280627813,0.20666745161381114,0.1192036643351875,0.07892945804658914,0.1601471922968789,0.07767970768246872,0.1326939447715572,0.08322279171714125,0.05267427695843791,0.07981747538424416,0.13763435315804531,0.9151579652992325,0.5919065041549318,0.5925993577963916,0.2218597377336491,0.31430542382805926,0.46345313664203003,0.0945273631840796,0.11584932480454867,0.142620232172471,0.16666666666666666,0.0945273631840796,0.1531232725262576,0.13557213930348258,0.13681592039800994,0.22180762852404642,0.7039268132864969,0.03909026297085998,0.10261194029850747,0.0472636815920398,0.024875621890547265,0.07773631840796019,0.022388059701492536,0.05970149253731343,0.030076888285843508,0.009950248756218905,0.01990049751243781,0.03233830845771144,0.177683013503909,0.03482587064676617,0.007462686567164179,0.027718550106609806,0.10945273631840796,0.004975124378109453,0.014925373134328358,0.014925373134328358,0.03316749585406301,0.038695411829740185,0.004975124378109453,0.07213930348258707,0.12437810945273632,0.004975124378109453,0.004975124378109453,0.014925373134328358,0.024875621890547265,0.06301824212271973,0.009950248756218905,0.009950248756218905,0.08706467661691543,0.07711442786069651,0.01990049751243781,0.014925373134328358,0.07818052594171997,0.004975124378109453,0.03233830845771144,0.029850746268656716,0.053067993366500824,0.05223880597014925,0.07462686567164178,0.03980099502487562,0.02736318407960199,0.03482587064676617,0.024875621890547265,0.004975124378109453,0.01990049751243781,0.056384742951907124,0.004975124378109453,0.05721393034825871,0.01990049751243781,0.03233830845771144,0.022388059701492536,0.05472636815920398,0.04975124378109453,0.004975124378109453,0.029850746268656716,0.012437810945273632,0.014925373134328358,0.02345415778251599,0.029850746268656716
