MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,HallKierAlpha,Ipc,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA2,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_nitro,fr_nitroso,fr_oxime,fr_para_hydroxylation,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0.5675855743202841,0.6321505443994241,0.06276865074195911,0.5999372711500663,0.064638754006881,0.23795776671364913,0.6274157736578492,0.3767914543944509,0.5508729994303936,0.6898484075174508,0.4973657680244483,0.9006678517415372,0.004975124378109453,0.11961290661143387,0.10578869918125985,0.03441747134881676,0.09853357023530962,0.05667454861445236,0.07393400768372962,0.07518214515493145,0.11729261042291748,0.1023074234604666,0.11565038332281846,0.01499505280928034,0.057876957398416876,0.13929466629918147,0.15398802982995374,0.06839426963447114,0.12571292651788676,0.060351608821405826,0.08575590520166987,0.09137071900959175,0.056034770418671186,0.08737903792186395,0.06807129145987344,0.007502903036320522,0.11153947099418624,0.16439066215757542,0.17348452997429406,0.05874822130806565,0.07860767038116069,0.1623341697558809,0.06705798237013057,0.1280876759143148,0.05768281250264209,0.052176640533057234,0.06268366926642938,0.1424765117124852,0.7547046604838435,0.6184187252496731,0.2236028418214143,0.685030888249935,0.46067208906057294,0.09850746268656718,0.12011371712864248,0.14814814814814814,0.14356787491115847,0.10199004975124377,0.15699281370923163,0.0708955223880597,0.13930348258706468,0.14013266998341625,0.22885572139303484,0.8245219913233521,0.04477611940298507,0.10199004975124377,0.05223880597014925,0.024875621890547265,0.08271144278606965,0.026119402985074626,0.05472636815920398,0.009950248756218905,0.01990049751243781,0.03233830845771144,0.18407960199004975,0.004975124378109453,0.026297085998578534,0.1044776119402985,0.004975124378109453,0.009950248756218905,0.014925373134328358,0.03316749585406301,0.040353786622443336,0.08084577114427861,0.1318407960199005,0.004975124378109453,0.004975124378109453,0.01990049751243781,0.029850746268656716,0.06766169154228854,0.004975124378109453,0.009950248756218905,0.08208955223880597,0.0987917555081734,0.01990049751243781,0.012437810945273632,0.0788912579957356,0.004975124378109453,0.03731343283582089,0.03482587064676617,0.05306799336650082,0.05223880597014925,0.08955223880597014,0.03482587064676617,0.05140961857379767,0.029850746268656716,0.004975124378109453,0.01990049751243781,0.05472636815920398,0.05970149253731343,0.01990049751243781,0.014303482587064677,0.03233830845771144,0.017412935323383085,0.06218905472636816,0.024875621890547265,0.004975124378109453,0.029850746268656716,0.014925373134328358,0.029850746268656716,0.02345415778251599,0.03233830845771144
