MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,HallKierAlpha,Ipc,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA2,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_nitro,fr_nitro_arom_nonortho,fr_nitroso,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0.5609712423565837,0.6164994226181694,0.0632456045104797,0.6069210791340369,0.06518731041711362,0.23651138756532805,0.6227633312399796,0.38097643294849876,0.5489465652800875,0.6815475878224726,0.5009649645240913,0.9012251046065833,0.004975124378109453,0.09533757112804238,0.10168835736765561,0.03470279950541036,0.10371039363427778,0.06094673248957728,0.07895514682127136,0.07442669062050407,0.11452999457492063,0.10093334706346158,0.10526487270854945,0.020039856862341776,0.05749718860413808,0.12446354046952748,0.15161393026161749,0.07191770651760768,0.11872448563550766,0.06285328387887491,0.08849921823631905,0.09176674804428422,0.05727855151319855,0.0856861287644589,0.06981586367873031,0.00750290303632052,0.113846358376826,0.13631634228865802,0.1624754897615136,0.06054121906265077,0.08296143664464598,0.172969475061215,0.06511285512330492,0.1344380702434734,0.06323615296241719,0.053329738242760855,0.06444440228300474,0.1425457297571025,0.6676802399957807,0.6147866516482674,0.22117237580966082,0.6832229820877321,0.46057456299204047,0.0945273631840796,0.11869225302061122,0.14483139856274185,0.14285714285714282,0.09950248756218906,0.15533443891652848,0.13930348258706468,0.13930348258706465,0.22512437810945274,0.7763780998537575,0.04477611940298507,0.10509950248756218,0.03814262023217247,0.01990049751243781,0.08022388059701492,0.0236318407960199,0.060945273631840796,0.009950248756218905,0.01990049751243781,0.03482587064676617,0.17626154939587774,0.007462686567164179,0.025586353944562896,0.1044776119402985,0.004975124378109453,0.014925373134328358,0.014925373134328358,0.033996683250414585,0.04145936981757878,0.004975124378109453,0.07462686567164178,0.11442786069651742,0.004975124378109453,0.014925373134328358,0.029850746268656716,0.06567164179104477,0.009950248756218905,0.004975124378109453,0.09203980099502487,0.0736318407960199,0.009950248756218905,0.017412935323383085,0.0788912579957356,0.004975124378109453,0.03731343283582089,0.029850746268656716,0.05140961857379767,0.04975124378109453,0.08955223880597014,0.03980099502487562,0.024253731343283583,0.03482587064676617,0.024875621890547265,0.004975124378109453,0.01990049751243781,0.04975124378109453,0.004975124378109453,0.05472636815920398,0.009950248756218905,0.014303482587064677,0.029850746268656716,0.01990049751243781,0.06965174129353234,0.029850746268656716,0.004975124378109453,0.024875621890547265,0.014925373134328358,0.029850746268656716,0.026297085998578534,0.02736318407960199
