MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,HallKierAlpha,Ipc,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA2,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_nitrile,fr_nitro,fr_nitro_arom_nonortho,fr_nitroso,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0.5709653435191164,0.6160882282027021,0.06254683539256871,0.5976641362920723,0.06427784791157093,0.5305736162465178,0.4816005816868897,0.5219429730543945,0.5506041974167262,0.6885732882321103,0.5021345226869032,0.9228212763035514,0.004975124378109453,0.10234334441913022,0.10718282469554409,0.11022501886009149,0.13013868647615873,0.05855871928287809,0.0845509918394332,0.07252218568478266,0.11554024761940168,0.10263932133582522,0.10205613223352415,0.01755229467328705,0.057383123011351816,0.1271060666167012,0.15402407531158674,0.07792592904806538,0.12017157836712139,0.07280353263509382,0.08253599245185106,0.08818862546931305,0.05354720822961646,0.0890060890055759,0.06864253859067018,0.007502903036320522,0.15525806582845408,0.14503384399498337,0.16093409667559633,0.06168348621747212,0.08445734890607262,0.15948392371400244,0.06097487204796983,0.1769555610000286,0.08311009552457928,0.08849022418669691,0.06388194908934375,0.14337335055495254,0.6705737535087261,0.6659246735519925,0.21962959685970382,0.42188898285590976,0.45479684588838,0.09353233830845774,0.11656005685856431,0.18336886993603407,0.14783226723525228,0.10199004975124377,0.16030956329463794,0.17744610281923714,0.1601990049751244,0.2271973466003317,0.7382340040671601,0.04548685145700071,0.10323383084577115,0.03482587064676617,0.01990049751243781,0.08084577114427861,0.0236318407960199,0.06592039800995025,0.009950248756218905,0.01990049751243781,0.03233830845771144,0.18265813788201846,0.007462686567164179,0.027007818052594168,0.10945273631840796,0.004975124378109453,0.014925373134328358,0.014925373134328358,0.028192371475953562,0.035378662244333885,0.004975124378109453,0.07835820895522388,0.12189054726368159,0.004975124378109453,0.004975124378109453,0.014925373134328358,0.03482587064676617,0.06434494195688224,0.009950248756218905,0.004975124378109453,0.09203980099502487,0.07611940298507464,0.014925373134328358,0.014925373134328358,0.08208955223880597,0.004975124378109453,0.03482587064676617,0.022388059701492536,0.056384742951907124,0.05472636815920398,0.09950248756218906,0.029850746268656716,0.026741293532338308,0.012437810945273632,0.029850746268656716,0.01990049751243781,0.004975124378109453,0.024875621890547265,0.05472636815920398,0.004975124378109453,0.09950248756218906,0.01990049751243781,0.01554726368159204,0.03482587064676617,0.014925373134328358,0.06716417910447761,0.02736318407960199,0.004975124378109453,0.029850746268656716,0.014925373134328358,0.024875621890547265,0.024164889836531627,0.03233830845771144
