MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,HallKierAlpha,Ipc,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA2,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0.5579805446207332,0.6226872589191877,0.06345422811606999,0.5906748965369626,0.06476659093929596,0.23729896744259588,0.6259061280159492,0.37831775239055665,0.5506014713650319,0.6828739954809754,0.5003688972173549,0.9008070432868674,0.005,0.09803725215573877,0.10453257734025925,0.03473018513076759,0.10289941443090264,0.05219781854687632,0.07766013347209631,0.07558279455625362,0.11452870798550069,0.10219106915888952,0.10070818507578964,0.015140056146653485,0.05480929741001061,0.13089393819867584,0.15178663391766323,0.07121426715326895,0.1105035411578593,0.06440336686551286,0.08590404442659658,0.0830678525661011,0.051314944270764544,0.09034797622075824,0.06739169016097611,0.007540417551502124,0.11018542551242003,0.13708998887481555,0.17361404530898525,0.05950745394048756,0.08037149157347297,0.1634361824283442,0.0667871963310928,0.13131937797222018,0.05830827907351779,0.05104123962155817,0.06114163208922605,0.1446288811810486,0.6690861694502277,0.6195976359737799,0.22255231845826315,0.6845729700508747,0.4639045883463334,0.08900000000000001,0.12142857142857143,0.1438888888888889,0.14285714285714282,0.1025,0.15666666666666668,0.1425,0.1375,0.22541666666666665,0.7762053026002712,0.04428571428571428,0.0975,0.03666666666666666,0.015,0.084375,0.02625,0.05875,0.01,0.015,0.03,0.18499999999999997,0.0075,0.026428571428571423,0.115,0.005,0.015,0.015,0.02916666666666667,0.04166666666666666,0.005,0.07625,0.1275,0.005,0.02,0.03,0.06499999999999999,0.01,0.01,0.0875,0.07200000000000001,0.02,0.015,0.06857142857142856,0.005,0.0375,0.035,0.04833333333333334,0.045,0.095,0.03,0.024375,0.01,0.025,0.02,0.015,0.005,0.025,0.05166666666666666,0.005,0.055,0.02,0.015,0.055,0.0225,0.0675,0.0275,0.005,0.03,0.015,0.03,0.03,0.035
