MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,HallKierAlpha,Ipc,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA2,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,SlogP_VSA8,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_nitro,fr_nitro_arom_nonortho,fr_oxime,fr_para_hydroxylation,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0.5584967936095536,0.6747048685408972,0.20453856713508878,0.5976730181383659,0.061537267548347714,0.23908071090077923,0.6255792216307263,0.3778712349829771,0.5344812447781362,0.6395896337832031,0.49638044297010653,0.903952966884823,0.004975124378109453,0.09675428685161075,0.1040925387473382,0.034055307228270056,0.10299361071174419,0.05856923514000414,0.07917879790174356,0.07192323334766769,0.11204932227032373,0.1090058910652301,0.10237475844982397,0.05638333302198496,0.020039856862341776,0.05409325106565581,0.1281749162436762,0.15097608223989095,0.07091619967584735,0.03350911669320381,0.12411046469868055,0.06160950278434754,0.08977300635701309,0.08843079136854078,0.0720350822391009,0.05727855151319855,0.10079633842006591,0.08799779215341824,0.005804080077941686,0.10892630049037867,0.13594036040315233,0.16687536954288368,0.05777968503233772,0.1568176875402807,0.15879022998697137,0.06112741331401311,0.13331504719051435,0.05965632543756427,0.05421427454177857,0.05959985131126962,0.14279976651873222,0.9355359061998847,0.6713784681905044,0.6197372736810086,0.18839430978651683,0.6843143919200358,0.45650206117296804,0.09253731343283583,0.11940298507462686,0.14427860696517414,0.14072494669509591,0.09950248756218906,0.15367606412382534,0.06467661691542288,0.1417910447761194,0.13764510779436154,0.22346600331674957,0.7802919956676414,0.04643449419568822,0.09950248756218906,0.03814262023217247,0.01990049751243781,0.07898009950248756,0.03980099502487562,0.055970149253731345,0.009950248756218905,0.01990049751243781,0.03731343283582089,0.18407960199004975,0.007462686567164179,0.025586353944562896,0.0945273631840796,0.004975124378109453,0.009950248756218905,0.014925373134328358,0.027363184079601987,0.041459369817578764,0.004975124378109453,0.08333333333333333,0.11442786069651742,0.004975124378109453,0.004975124378109453,0.01990049751243781,0.03482587064676617,0.06533996683250415,0.009950248756218905,0.009950248756218905,0.08955223880597014,0.07412935323383085,0.01990049751243781,0.017412935323383085,0.07462686567164178,0.004975124378109453,0.03233830845771144,0.03482587064676617,0.05804311774461028,0.05721393034825871,0.09950248756218906,0.03482587064676617,0.024253731343283583,0.03482587064676617,0.024875621890547265,0.024875621890547265,0.07462686567164178,0.04975124378109453,0.01990049751243781,0.013266998341625206,0.03233830845771144,0.017412935323383085,0.07213930348258707,0.024875621890547265,0.004975124378109453,0.029850746268656716,0.014925373134328358,0.029850746268656716,0.027007818052594175,0.03482587064676617
