MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,HallKierAlpha,Ipc,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA2,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_nitro,fr_nitro_arom_nonortho,fr_nitroso,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0.5543113867810614,0.6273037723159216,0.0637412522085759,0.5976674965044831,0.06397349825406029,0.2337771086920848,0.6291598301024055,0.3748622740240347,0.5431886529597993,0.6747347481299661,0.5031750412927125,0.9016409880166302,0.005,0.09955124881921978,0.10597388553252275,0.03324014921793789,0.09535666507980926,0.057024689618939924,0.06759710261573731,0.07361797638793474,0.11504298138377088,0.10286642654946325,0.10211957730101855,0.020140056146653484,0.058547313062860956,0.1288372142239805,0.15103488767853018,0.08855022857440126,0.12380560980186883,0.06441755029826929,0.08523028316336849,0.08797518153686588,0.058814944270764544,0.08520379718971079,0.06704327673656701,0.00717456389296554,0.11196705854941925,0.13364331733296692,0.16569539230079283,0.06016830158669724,0.08254927125047434,0.15336890536194386,0.06565170439513747,0.13439477858724555,0.06103548603555747,0.05300767398470496,0.061110816923217876,0.14330568604760618,0.6701504803814096,0.615731689444157,0.2210097879271039,0.686952414708386,0.4560089765765845,0.1175,0.11357142857142855,0.14055555555555557,0.14285714285714282,0.1,0.15555555555555556,0.0675,0.13375,0.13416666666666666,0.22208333333333335,0.7776416928674158,0.04071428571428571,0.099375,0.03833333333333333,0.02,0.0775,0.02375,0.05875,0.01,0.015,0.035,0.17785714285714285,0.0075,0.028571428571428567,0.09,0.01,0.005,0.0325,0.03777777777777778,0.005,0.08375,0.1125,0.005,0.005,0.02,0.03,0.12,0.01,0.01,0.0875,0.07300000000000001,0.02,0.0175,0.07928571428571428,0.005,0.0325,0.0325,0.05833333333333332,0.0575,0.085,0.04,0.02625,0.025,0.02,0.005,0.025,0.05833333333333333,0.005,0.055,0.02,0.015,0.0325,0.0225,0.065,0.025,0.005,0.03,0.02,0.03,0.029285714285714283,0.0275
