MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan3,BalabanJ,HallKierAlpha,Ipc,PEOE_VSA11,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA2,SMR_VSA4,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState3,VSA_EState4,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_nitro,fr_nitro_arom_nonortho,fr_nitroso,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
0.5647658973761617,0.624430393617699,0.05955155790403185,0.5966384115181651,0.06468699934894351,0.23901985980747645,0.6196659125844928,0.3839923693144449,0.5498031871307903,0.6830623464051484,0.49813987884638483,0.8995338786624473,0.004975124378109453,0.09565079840141498,0.10522934424102526,0.03462618753934869,0.09978649159002963,0.0583949582451865,0.06506431329973221,0.0738011072069905,0.11652310512729766,0.10300929586861639,0.10433974889408192,0.020039856862341776,0.056282816859513383,0.13143240067390846,0.1547737162730968,0.073549606103017,0.12352360813323786,0.06969407989877541,0.08397876955422591,0.08937038224317699,0.056034770418671186,0.08648921245339826,0.06861221512321758,0.007502903036320523,0.11510981567535544,0.1374991160685691,0.16726261660856354,0.06020786487712256,0.08604404282880426,0.1557449858676448,0.06450506890567168,0.13004939638412202,0.06157470624852835,0.04863749322842248,0.06252218964335912,0.14186693942337147,0.6701174901771884,0.6182747039184827,0.22558514647195732,0.6858703687537363,0.45820128533365767,0.08955223880597014,0.12295664534470503,0.14538419016030957,0.14712153518123663,0.09825870646766169,0.15809839690436706,0.06467661691542288,0.1417910447761194,0.1376451077943615,0.22761194029850745,0.7778903604347768,0.043354655294953796,0.09888059701492537,0.03482587064676617,0.01990049751243781,0.07711442786069651,0.026119402985074626,0.06467661691542288,0.009950248756218905,0.01990049751243781,0.05970149253731343,0.17839374555792462,0.007462686567164179,0.027718550106609806,0.1044776119402985,0.004975124378109453,0.009950248756218905,0.009950248756218905,0.027363184079601987,0.04090657822001105,0.004975124378109453,0.08208955223880597,0.12686567164179105,0.004975124378109453,0.004975124378109453,0.01990049751243781,0.029850746268656716,0.06733001658374793,0.009950248756218905,0.009950248756218905,0.09203980099502487,0.07462686567164178,0.01990049751243781,0.012437810945273632,0.07036247334754797,0.004975124378109453,0.03731343283582089,0.03482587064676617,0.04975124378109453,0.04975124378109453,0.0845771144278607,0.03980099502487562,0.025497512437810944,0.029850746268656716,0.01990049751243781,0.004975124378109453,0.01990049751243781,0.05804311774461028,0.004975124378109453,0.05472636815920398,0.01990049751243781,0.01554726368159204,0.03233830845771144,0.022388059701492536,0.06218905472636816,0.029850746268656716,0.01990049751243781,0.014925373134328358,0.024875621890547265,0.029850746268656716,0.03233830845771144
